claim_id,claim,impact,kind,epistemics,supported,reason,evidence_origins,evidence_urls,conflicts
eugene-yan-Demand-Forecasting-classification,eugeneyan/Demand-Forecasting: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Demand-Forecasting-no-tests,eugeneyan/Demand-Forecasting contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-design-patterns-classification,eugeneyan/design-patterns: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-design-patterns-no-tests,eugeneyan/design-patterns contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-discord-llm-classification,eugeneyan/discord-llm: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-discord-llm-no-tests,eugeneyan/discord-llm contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-DKSG-HOME-classification,eugeneyan/DKSG-HOME: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-DKSG-HOME-no-tests,eugeneyan/DKSG-HOME contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-eugeneyan-classification,eugeneyan/eugeneyan: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,ci_config;commit_history;file_listing;readme,https://github.com/eugeneyan/eugeneyan/blob/master/.github/workflows/build.yml;https://github.com/eugeneyan/eugeneyan;https://github.com/eugeneyan/eugeneyan/commits;https://github.com/eugeneyan/eugeneyan/blob/master/README.md,
eugene-yan-eugeneyan-no-tests,eugeneyan/eugeneyan contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,ci_config;commit_history;file_listing;readme,https://github.com/eugeneyan/eugeneyan/blob/master/.github/workflows/build.yml;https://github.com/eugeneyan/eugeneyan;https://github.com/eugeneyan/eugeneyan/commits;https://github.com/eugeneyan/eugeneyan/blob/master/README.md,
eugene-yan-eugeneyan-comments-classification,eugeneyan/eugeneyan-comments: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-eugeneyan-comments-no-tests,eugeneyan/eugeneyan-comments contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-fastapi-html-classification,eugeneyan/fastapi-html: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-fastapi-html-no-tests,eugeneyan/fastapi-html contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-framework-comparison-classification,eugeneyan/framework-comparison: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-framework-comparison-no-tests,eugeneyan/framework-comparison contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Getting-and-Cleaning-Data-classification,eugeneyan/Getting-and-Cleaning-Data: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Getting-and-Cleaning-Data-no-tests,eugeneyan/Getting-and-Cleaning-Data contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Interactive-Programming-in-Python-classification,eugeneyan/Interactive-Programming-in-Python: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Interactive-Programming-in-Python-no-tests,eugeneyan/Interactive-Programming-in-Python contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-json-to-utterances-classification,eugeneyan/json-to-utterances: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-json-to-utterances-no-tests,eugeneyan/json-to-utterances contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-kaggle_otto-classification,eugeneyan/kaggle_otto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-kaggle_otto-no-tests,eugeneyan/kaggle_otto contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-kaggle_titanic-classification,eugeneyan/kaggle_titanic: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-kaggle_titanic-no-tests,eugeneyan/kaggle_titanic contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-learning-typescript-classification,eugeneyan/learning-typescript: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-learning-typescript-no-tests,eugeneyan/learning-typescript contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-llm-paper-notes-classification,eugeneyan/llm-paper-notes: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/llm-paper-notes;https://github.com/eugeneyan/llm-paper-notes/commits;https://github.com/eugeneyan/llm-paper-notes;https://github.com/eugeneyan/llm-paper-notes/blob/main/README.md,
eugene-yan-llm-paper-notes-no-tests,eugeneyan/llm-paper-notes contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/llm-paper-notes;https://github.com/eugeneyan/llm-paper-notes/commits;https://github.com/eugeneyan/llm-paper-notes;https://github.com/eugeneyan/llm-paper-notes/blob/main/README.md,
eugene-yan-Machine-Learning-classification,eugeneyan/Machine-Learning: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Machine-Learning-no-tests,eugeneyan/Machine-Learning contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Mining-Massive-Datasets-classification,eugeneyan/Mining-Massive-Datasets: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Mining-Massive-Datasets-no-tests,eugeneyan/Mining-Massive-Datasets contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Misc-classification,eugeneyan/Misc: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Misc-no-tests,eugeneyan/Misc contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-ml-design-docs-classification,eugeneyan/ml-design-docs: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-ml-design-docs-no-tests,eugeneyan/ml-design-docs contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-ml-surveys-classification,eugeneyan/ml-surveys: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-ml-surveys-no-tests,eugeneyan/ml-surveys contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-neural_networks_and_deep_learning-classification,eugeneyan/neural_networks_and_deep_learning: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-neural_networks_and_deep_learning-no-tests,eugeneyan/neural_networks_and_deep_learning contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-news-agents-classification,eugeneyan/news-agents: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/news-agents;https://github.com/eugeneyan/news-agents/commits;https://github.com/eugeneyan/news-agents;https://github.com/eugeneyan/news-agents/blob/main/README.md,"{'description': ""README debugging command 'uv run mcp dev src/main.p' references a truncated filename (src/main.p); src contents beyond the top-level listing are not in the snapshot, so the exact entrypoint name is unverifiable offline"", 'sources': ['readme', 'file_listing']}"
eugene-yan-news-agents-no-tests,eugeneyan/news-agents contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/news-agents;https://github.com/eugeneyan/news-agents/commits;https://github.com/eugeneyan/news-agents;https://github.com/eugeneyan/news-agents/blob/main/README.md,
eugene-yan-nocode-ml-classification,eugeneyan/nocode-ml: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-nocode-ml-no-tests,eugeneyan/nocode-ml contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-obsidian-copilot-classification,eugeneyan/obsidian-copilot: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,ci_config;commit_history;file_listing;readme,https://github.com/eugeneyan/obsidian-copilot;https://github.com/eugeneyan/obsidian-copilot/commits;https://github.com/eugeneyan/obsidian-copilot/blob/main/.github/workflows/python_app.yml;https://github.com/eugeneyan/obsidian-copilot/blob/main/README.md,
eugene-yan-obsidian-copilot-no-tests,eugeneyan/obsidian-copilot contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,ci_config;commit_history;file_listing;readme,https://github.com/eugeneyan/obsidian-copilot;https://github.com/eugeneyan/obsidian-copilot/commits;https://github.com/eugeneyan/obsidian-copilot/blob/main/.github/workflows/python_app.yml;https://github.com/eugeneyan/obsidian-copilot/blob/main/README.md,
eugene-yan-open-llms-classification,eugeneyan/open-llms: primary classification DISTRIBUTION_LED_ASSET (highest-priority label meeting its criteria: DISTRIBUTION_LED_ASSET),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/open-llms;https://github.com/eugeneyan/open-llms/commits;https://github.com/eugeneyan/open-llms;https://github.com/eugeneyan/open-llms/blob/main/README.md,
eugene-yan-open-llms-no-tests,eugeneyan/open-llms contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/open-llms;https://github.com/eugeneyan/open-llms/commits;https://github.com/eugeneyan/open-llms;https://github.com/eugeneyan/open-llms/blob/main/README.md,
eugene-yan-papermill-mlflow-classification,eugeneyan/papermill-mlflow: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/papermill-mlflow;https://github.com/eugeneyan/papermill-mlflow/commits;https://github.com/eugeneyan/papermill-mlflow;https://github.com/eugeneyan/papermill-mlflow/blob/master/README.md,
eugene-yan-papermill-mlflow-no-tests,eugeneyan/papermill-mlflow contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/papermill-mlflow;https://github.com/eugeneyan/papermill-mlflow/commits;https://github.com/eugeneyan/papermill-mlflow;https://github.com/eugeneyan/papermill-mlflow/blob/master/README.md,
eugene-yan-poc-docker-template-classification,eugeneyan/poc-docker-template: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-poc-docker-template-no-tests,eugeneyan/poc-docker-template contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-python-collab-template-classification,eugeneyan/python-collab-template: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-R-Programming-classification,eugeneyan/R-Programming: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-R-Programming-no-tests,eugeneyan/R-Programming contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-raspberry-llm-classification,eugeneyan/raspberry-llm: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-raspberry-llm-no-tests,eugeneyan/raspberry-llm contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-recsys-nlp-graph-classification,eugeneyan/recsys-nlp-graph: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/recsys-nlp-graph;https://github.com/eugeneyan/recsys-nlp-graph/commits;https://github.com/eugeneyan/recsys-nlp-graph;https://github.com/eugeneyan/recsys-nlp-graph/blob/master/README.md,
eugene-yan-recsys-nlp-graph-no-tests,eugeneyan/recsys-nlp-graph contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/recsys-nlp-graph;https://github.com/eugeneyan/recsys-nlp-graph/commits;https://github.com/eugeneyan/recsys-nlp-graph;https://github.com/eugeneyan/recsys-nlp-graph/blob/master/README.md,
eugene-yan-scratch-classification,eugeneyan/scratch: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-scratch-no-tests,eugeneyan/scratch contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-semantic-ids-llm-classification,eugeneyan/semantic-ids-llm: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/semantic-ids-llm;https://github.com/eugeneyan/semantic-ids-llm/commits;https://github.com/eugeneyan/semantic-ids-llm;https://github.com/eugeneyan/semantic-ids-llm/blob/main/README.md,"{'description': ""README Installation offers 'pip install -r requirements.txt' but root-listing.json contains no requirements.txt (only pyproject.toml + uv.lock); the primary uv path is valid"", 'sources': ['readme', 'file_listing']}"
eugene-yan-semantic-ids-llm-no-tests,eugeneyan/semantic-ids-llm contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/eugeneyan/semantic-ids-llm;https://github.com/eugeneyan/semantic-ids-llm/commits;https://github.com/eugeneyan/semantic-ids-llm;https://github.com/eugeneyan/semantic-ids-llm/blob/main/README.md,
eugene-yan-Statistical-Inference-classification,eugeneyan/Statistical-Inference: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Statistical-Inference-no-tests,eugeneyan/Statistical-Inference contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Statistical-Learning-classification,eugeneyan/Statistical-Learning: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Statistical-Learning-no-tests,eugeneyan/Statistical-Learning contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-testing-ml-classification,eugeneyan/testing-ml: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-testing-pipelines-classification,eugeneyan/testing-pipelines: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-text-to-image-classification,eugeneyan/text-to-image: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-text-to-image-no-tests,eugeneyan/text-to-image contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Time-Series-Analysis-classification,eugeneyan/Time-Series-Analysis: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Time-Series-Analysis-no-tests,eugeneyan/Time-Series-Analysis contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Twitter-SMA-classification,eugeneyan/Twitter-SMA: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Twitter-SMA-no-tests,eugeneyan/Twitter-SMA contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Visualizations-classification,eugeneyan/Visualizations: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-Visualizations-no-tests,eugeneyan/Visualizations contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-visualizing-finetunes-classification,eugeneyan/visualizing-finetunes: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-visualizing-finetunes-no-tests,eugeneyan/visualizing-finetunes contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-workspace-testing-classification,eugeneyan/workspace-testing: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
eugene-yan-person-verdict,Eugene Yan: portfolio verdict INSUFFICIENT_EVIDENCE,HIGH,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;ci_config;commit_history;file_listing;readme,https://github.com/eugeneyan/applied-ml;https://github.com/eugeneyan/applied-ml/commits;https://github.com/eugeneyan/applied-ml;https://github.com/eugeneyan/applied-ml/blob/main/README.md;https://github.com/eugeneyan/applyingml/blob/main/.github/workflows/build.yml,
hamel-husain-identity,GitHub login 'hamelsmu' is the public profile of Hamel Husain (2 attributes matched),NORMAL,PRESENCE,OBSERVATION,yes,meets independence rules,external_site;github_profile,https://github.com/hamelsmu;https://hamel.dev/,
hamel-husain-actions-demo-classification,hamelsmu/actions-demo: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-actions-demo-no-tests,hamelsmu/actions-demo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-air-demo-classification,hamelsmu/air-demo: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-air-demo-no-tests,hamelsmu/air-demo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-attachments_quarto-classification,hamelsmu/attachments_quarto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-attachments_quarto-no-tests,hamelsmu/attachments_quarto contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-blog-classification,hamelsmu/blog: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-blog-no-tests,hamelsmu/blog contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-blog-2-classification,hamelsmu/blog-2: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-blog-2-no-tests,hamelsmu/blog-2 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-bq-gpt-classification,hamelsmu/bq-gpt: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-bq-gpt-no-tests,hamelsmu/bq-gpt contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-brainflow-classification,hamelsmu/brainflow: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-brainflow-no-tests,hamelsmu/brainflow contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-build-hugo-classification,hamelsmu/build-hugo: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-build-hugo-no-tests,hamelsmu/build-hugo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-cards-classification,hamelsmu/cards: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-cards-no-tests,hamelsmu/cards contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-claude-review-loop-classification,hamelsmu/claude-review-loop: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/hamelsmu/claude-review-loop/commit/1e450ee;https://github.com/hamelsmu/claude-review-loop/tree/main;https://github.com/hamelsmu/claude-review-loop;https://github.com/hamelsmu/claude-review-loop/blob/main/README.md,readme file-structure diagram vs file_listing root layout: README shows hooks/ and commands/ at repo root; actual root has them nested under plugins/ following the marketplace restructure (commit d9f9fc2).
