claim_id,claim,impact,kind,epistemics,supported,reason,evidence_origins,evidence_urls,conflicts
shubham-saboo-gpt3_book_sandbox-no-tests,Shubhamsaboo/gpt3_book_sandbox contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/gpt3_book_sandbox;https://github.com/Shubhamsaboo/gpt3_book_sandbox/commits;https://github.com/Shubhamsaboo/gpt3_book_sandbox/tree/master;https://github.com/Shubhamsaboo/gpt3_book_sandbox#readme,
shubham-saboo-gpt3_sandbox-classification,Shubhamsaboo/gpt3_sandbox: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing,https://github.com/Shubhamsaboo/gpt3_sandbox;https://github.com/Shubhamsaboo/gpt3_sandbox/commits;https://github.com/Shubhamsaboo/gpt3_sandbox/tree/main,
shubham-saboo-gpt3_sandbox-no-tests,Shubhamsaboo/gpt3_sandbox contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing,https://github.com/Shubhamsaboo/gpt3_sandbox;https://github.com/Shubhamsaboo/gpt3_sandbox/commits;https://github.com/Shubhamsaboo/gpt3_sandbox/tree/main,
shubham-saboo-javascript_wizard-classification,Shubhamsaboo/javascript_wizard: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/javascript_wizard;https://github.com/Shubhamsaboo/javascript_wizard/commits;https://github.com/Shubhamsaboo/javascript_wizard/tree/main;https://github.com/Shubhamsaboo/javascript_wizard#readme,
shubham-saboo-javascript_wizard-no-tests,Shubhamsaboo/javascript_wizard contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/javascript_wizard;https://github.com/Shubhamsaboo/javascript_wizard/commits;https://github.com/Shubhamsaboo/javascript_wizard/tree/main;https://github.com/Shubhamsaboo/javascript_wizard#readme,
shubham-saboo-jina_finetuner_notebooks-classification,Shubhamsaboo/jina_finetuner_notebooks: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing,https://github.com/Shubhamsaboo/jina_finetuner_notebooks;https://github.com/Shubhamsaboo/jina_finetuner_notebooks/commits;https://github.com/Shubhamsaboo/jina_finetuner_notebooks/tree/main,
shubham-saboo-jina_finetuner_notebooks-no-tests,Shubhamsaboo/jina_finetuner_notebooks contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing,https://github.com/Shubhamsaboo/jina_finetuner_notebooks;https://github.com/Shubhamsaboo/jina_finetuner_notebooks/commits;https://github.com/Shubhamsaboo/jina_finetuner_notebooks/tree/main,
shubham-saboo-openclaw-vertexai-memorybank-classification,Shubhamsaboo/openclaw-vertexai-memorybank: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank/commits;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank/tree/main;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank#readme,"Repo created_at is 2026-03-11 but the earliest commits are dated 2026-02-10 through 2026-03-01 with uniformly round-minute :00:00 timestamps — history predates repo creation, consistent with locally developed or backfilled commits pushed at publication; commits from 2026-03-11 onward have natural timestamps."
shubham-saboo-openclaw-vertexai-memorybank-no-tests,Shubhamsaboo/openclaw-vertexai-memorybank contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank/commits;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank/tree/main;https://github.com/Shubhamsaboo/openclaw-vertexai-memorybank#readme,
shubham-saboo-Portfolio-classification,Shubhamsaboo/Portfolio: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Portfolio;https://github.com/Shubhamsaboo/Portfolio/commits;https://github.com/Shubhamsaboo/Portfolio/tree/master;https://github.com/Shubhamsaboo/Portfolio#readme,"README table's 'IPL Data Analysis' row links to the '2014 General Elections' directory path even though a correct 'Data Driven Design Thinking - IPL Data Analysis' directory exists in the listing — a link error, not a missing artifact."
shubham-saboo-Portfolio-no-tests,Shubhamsaboo/Portfolio contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Portfolio;https://github.com/Shubhamsaboo/Portfolio/commits;https://github.com/Shubhamsaboo/Portfolio/tree/master;https://github.com/Shubhamsaboo/Portfolio#readme,
shubham-saboo-repotovideo-classification,Shubhamsaboo/repotovideo: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/repotovideo;https://github.com/Shubhamsaboo/repotovideo/commits;https://github.com/Shubhamsaboo/repotovideo/tree/main;https://github.com/Shubhamsaboo/repotovideo#readme,
shubham-saboo-repotovideo-no-tests,Shubhamsaboo/repotovideo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/repotovideo;https://github.com/Shubhamsaboo/repotovideo/commits;https://github.com/Shubhamsaboo/repotovideo/tree/main;https://github.com/Shubhamsaboo/repotovideo#readme,
shubham-saboo-Shubhamsaboo-classification,Shubhamsaboo/Shubhamsaboo: primary classification LIKELY_SHALLOW_OR_TEMPLATED (ai_slop_risk 73 >= 70 with confidence 75 >= 70; counter-evidence reviewed and recorded),HIGH,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;ci_config;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Shubhamsaboo;https://github.com/Shubhamsaboo/Shubhamsaboo/commits;https://github.com/Shubhamsaboo/Shubhamsaboo/tree/main;https://github.com/Shubhamsaboo/Shubhamsaboo/.github/workflows;https://github.com/Shubhamsaboo/Shubhamsaboo#readme,
shubham-saboo-Shubhamsaboo-no-tests,Shubhamsaboo/Shubhamsaboo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;ci_config;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Shubhamsaboo;https://github.com/Shubhamsaboo/Shubhamsaboo/commits;https://github.com/Shubhamsaboo/Shubhamsaboo/tree/main;https://github.com/Shubhamsaboo/Shubhamsaboo/.github/workflows;https://github.com/Shubhamsaboo/Shubhamsaboo#readme,
shubham-saboo-Valentines_Message_Generator-classification,Shubhamsaboo/Valentines_Message_Generator: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Valentines_Message_Generator;https://github.com/Shubhamsaboo/Valentines_Message_Generator/commits;https://github.com/Shubhamsaboo/Valentines_Message_Generator/tree/main;https://github.com/Shubhamsaboo/Valentines_Message_Generator#readme,
shubham-saboo-Valentines_Message_Generator-no-tests,Shubhamsaboo/Valentines_Message_Generator contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/Valentines_Message_Generator;https://github.com/Shubhamsaboo/Valentines_Message_Generator/commits;https://github.com/Shubhamsaboo/Valentines_Message_Generator/tree/main;https://github.com/Shubhamsaboo/Valentines_Message_Generator#readme,
shubham-saboo-weekly-report-analysis-classification,Shubhamsaboo/weekly-report-analysis: primary classification INSUFFICIENT_EVIDENCE (no classification criteria met with sufficient evidence),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/weekly-report-analysis;https://github.com/Shubhamsaboo/weekly-report-analysis/commits;https://github.com/Shubhamsaboo/weekly-report-analysis/tree/main;https://github.com/Shubhamsaboo/weekly-report-analysis#readme,
shubham-saboo-weekly-report-analysis-no-tests,Shubhamsaboo/weekly-report-analysis contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/weekly-report-analysis;https://github.com/Shubhamsaboo/weekly-report-analysis/commits;https://github.com/Shubhamsaboo/weekly-report-analysis/tree/main;https://github.com/Shubhamsaboo/weekly-report-analysis#readme,
shubham-saboo-zero-shot-image-classifier-classification,Shubhamsaboo/zero-shot-image-classifier: primary classification LIKELY_SHALLOW_OR_TEMPLATED (ai_slop_risk 71 >= 70 with confidence 75 >= 70; counter-evidence reviewed and recorded),HIGH,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/zero-shot-image-classifier;https://github.com/Shubhamsaboo/zero-shot-image-classifier/commits;https://github.com/Shubhamsaboo/zero-shot-image-classifier/tree/main;https://github.com/Shubhamsaboo/zero-shot-image-classifier#readme,
shubham-saboo-zero-shot-image-classifier-no-tests,Shubhamsaboo/zero-shot-image-classifier contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/zero-shot-image-classifier;https://github.com/Shubhamsaboo/zero-shot-image-classifier/commits;https://github.com/Shubhamsaboo/zero-shot-image-classifier/tree/main;https://github.com/Shubhamsaboo/zero-shot-image-classifier#readme,
shubham-saboo-person-verdict,Shubham Saboo: portfolio verdict MIXED_PORTFOLIO,HIGH,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;ci_config;commit_history;file_listing;readme,https://github.com/Shubhamsaboo/ai-breakup-recovery-agent;https://github.com/Shubhamsaboo/ai-breakup-recovery-agent/commits;https://github.com/Shubhamsaboo/ai-breakup-recovery-agent/tree/main;https://github.com/Shubhamsaboo/ai-breakup-recovery-agent#readme;https://github.com/Shubhamsaboo/awesome-llm-apps/.github/workflows,
